filename,true_label,predicted_label
Potato___healthy/30126310-39de-4c02-b10a-23409417a4f6___RS_HL 1826.JPG,Potato___healthy,Pepper__bell___healthy
Potato___healthy/30937333-8898-4634-8c00-af57d3020ba6___RS_HL 1922.JPG,Potato___healthy,Potato___Early_blight
Tomato_Bacterial_spot/00416648-be6e-4bd4-bc8d-82f43f8a7240___GCREC_Bact.Sp 3110.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/00728f4d-83a0-49f1-87f8-374646fcda05___GCREC_Bact.Sp 6326.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/00b7e89a-e129-4576-b51f-48923888bff9___GCREC_Bact.Sp 6202.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526___UF.GRC_BS_Lab Leaf 8682.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/02a0f70a-9e27-420e-93ff-6ed8105f41c1___GCREC_Bact.Sp 3570.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/034caf25-29c3-4be2-a725-d2866ce6f548___GCREC_Bact.Sp 3575.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943___GCREC_Bact.Sp 6325.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/04fcd6e4-a96e-49ba-b67a-32b88337b505___GCREC_Bact.Sp 3689.JPG,Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot
Tomato_Bacterial_spot/0524de69-51ec-4794-a955-04a8e0c5656c___GCREC_Bact.Sp 3695.JPG,Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot
Tomato_Bacterial_spot/07238109-52ed-4369-b16c-6f5844858b81___UF.GRC_BS_Lab Leaf 0447.JPG,Tomato_Bacterial_spot,Tomato_Late_blight
Tomato_Bacterial_spot/072f9c7d-c296-49d9-a432-6ec9448cab2a___GCREC_Bact.Sp 3558.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/088a515b-7dd2-469a-b921-6a7de9edb7db___GCREC_Bact.Sp 3365.JPG,Tomato_Bacterial_spot,Tomato_Late_blight
Tomato_Bacterial_spot/0893cbc5-7c6f-4ed2-863a-78f0bdb31ba0___GCREC_Bact.Sp 6174.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/08fd8d64-fdb3-49bb-93d9-6635ced701d4___UF.GRC_BS_Lab Leaf 0272.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp 3560.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/0a22f50a-5f25-4cf6-816b-76cae94b7f30___GCREC_Bact.Sp 6103.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0a6d40e4-75d6-4659-8bc1-22f47cdb2ca8___GCREC_Bact.Sp 6247.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0ad88d7a-c14a-4ac9-8520-c11a0ade3a8f___UF.GRC_BS_Lab Leaf 0996.JPG,Tomato_Bacterial_spot,Potato___Early_blight
Tomato_Bacterial_spot/0b233197-cd35-4031-80c2-610e7e3a046b___GCREC_Bact.Sp 6095.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0c9b7dd9-a0c7-4b6e-bb4d-b2e3cab833d0___GCREC_Bact.Sp 6081.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0ce4dee0-2d0c-4c25-a9b2-4abc5f9083db___GCREC_Bact.Sp 3708.JPG,Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot
Tomato_Bacterial_spot/0d922399-7ba5-4d12-b84e-bb4b966c58ae___GCREC_Bact.Sp 6307.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0da838ea-fd8c-43c0-a437-4aba96234262___UF.GRC_BS_Lab Leaf 8770.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/0db0e663-b580-45b3-bd20-bc8a7f3d8b34___GCREC_Bact.Sp 6189.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0ed6d8f5-dd9f-4f1d-a33d-2f556be12a27___UF.GRC_BS_Lab Leaf 0291.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/0eeb4776-110d-4100-8c88-26a64eb05b22___GCREC_Bact.Sp 6101.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0f3160b6-4cd4-486f-b0cf-269e406c41b5___GCREC_Bact.Sp 3522.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/0f80595f-b712-4028-b7db-7627322ce019___GCREC_Bact.Sp 5712.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0f81cc91-5b9b-4061-a127-74105ebbcccf___GCREC_Bact.Sp 6305.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/0fe8eb74-5520-4870-a069-d4f54b99d719___GCREC_Bact.Sp 6330.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/11fab8c8-08bb-476a-956b-cbf38b368643___UF.GRC_BS_Lab Leaf 8737.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/12eda6e1-d42f-4e52-b04f-ff4f4d932783___GCREC_Bact.Sp 6275.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/13affc42-3a89-4a99-97aa-98f41682a71e___UF.GRC_BS_Lab Leaf 0546.JPG,Tomato_Bacterial_spot,Tomato_Late_blight
Tomato_Bacterial_spot/140ee344-ae36-403a-ace1-21d45f67ce57___GCREC_Bact.Sp 2969.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/147fdb22-0a8b-46d7-8573-784d29b9d9cc___GCREC_Bact.Sp 6386.JPG,Tomato_Bacterial_spot,Tomato_Late_blight
Tomato_Bacterial_spot/16912266-6a1b-426c-9e58-2f0ff1a4e35a___UF.GRC_BS_Lab Leaf 8673.JPG,Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot
Tomato_Bacterial_spot/16bbb84a-b078-4c74-8ab0-872ac7240052___UF.GRC_BS_Lab Leaf 8605.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/1737e7ba-181e-400c-ab66-7723468e277f___UF.GRC_BS_Lab Leaf 0348.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/17bcc3fa-9905-4fcf-938b-c5e63e214718___GCREC_Bact.Sp 6329.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/1838f883-5e4b-4b24-bf4b-77d4a82f5f46___GCREC_Bact.Sp 6335.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/18a58445-cf57-41cd-93f8-ebb9d5f66118___GCREC_Bact.Sp 6200.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/18f8073d-e27b-4b3c-b6c3-0440adc8acfa___GCREC_Bact.Sp 6068.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/1a50d84b-c015-45ea-a041-500d5adcc339___UF.GRC_BS_Lab Leaf 8773.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/1addf690-441a-40c5-b1e7-c618a8af1f40___GCREC_Bact.Sp 3744.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/1c286bba-a5c0-466f-a52d-960d300d135f___GCREC_Bact.Sp 6077.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/1c34f218-4416-44ad-b6dc-81b8fc1e10a8___GCREC_Bact.Sp 6381.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/1d6494e5-d659-47f2-a854-95f7633f8018___GCREC_Bact.Sp 6102.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/1eca836c-208e-40a8-a69c-fb7232d92368___GCREC_Bact.Sp 6110.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/1fbc778e-9d12-4813-bba5-75a7275ab525___GCREC_Bact.Sp 5983.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/21b0722c-abfd-4aab-88cb-646b6e284cbf___UF.GRC_BS_Lab Leaf 8683.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/2224e59e-d71f-4d3e-8d48-7dc90551aeb1___UF.GRC_BS_Lab Leaf 0251.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/2353ecb8-d1bb-4e2c-bb0f-7a0c90b5cdf4___UF.GRC_BS_Lab Leaf 8717.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/23cf28cd-1d94-4797-82ed-0f3c79a39200___GCREC_Bact.Sp 5702.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/23f67e39-1b4b-4296-a8a2-2a15890d0529___GCREC_Bact.Sp 3364.JPG,Tomato_Bacterial_spot,Tomato_Late_blight
Tomato_Bacterial_spot/24408a22-6358-438e-99a1-729ea90726ad___GCREC_Bact.Sp 3645.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/251b4763-59dd-49a8-99a6-6cf50b239454___GCREC_Bact.Sp 3589.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/25202a28-6a47-4ae0-aa2c-9907eb1be14d___GCREC_Bact.Sp 3681.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/254a2a42-f270-49e9-ac38-b5bb2ab653f9___GCREC_Bact.Sp 6107.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/26398b56-bddd-465c-92ab-e17a980423c9___GCREC_Bact.Sp 3400.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/27753ef8-a51a-4414-970d-c26419c6e13a___GCREC_Bact.Sp 3252.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/284bcfac-0f71-4911-b5af-4f9e2a28a452___GCREC_Bact.Sp 6257.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/29a61150-5453-4a76-88eb-2e97a8f4c400___GCREC_Bact.Sp 6345.JPG,Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot
Tomato_Bacterial_spot/29f59b9e-c2b2-4c1e-8588-2025546f206c___GCREC_Bact.Sp 3534.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/2a7b80f9-bd15-42cf-aab5-699232ee1506___GCREC_Bact.Sp 6317.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/2b011bd3-107c-4a83-b961-eb7131d2a76a___UF.GRC_BS_Lab Leaf 0281.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/2ca9ca04-4520-46bd-8a08-f6f9f95e7369___GCREC_Bact.Sp 6082.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/2d774052-b20a-441e-8ac1-f35239810e67___UF.GRC_BS_Lab Leaf 0336.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/2dce98fb-99da-4f38-8ade-2a9c2dfe6599___GCREC_Bact.Sp 3482.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/2e44b9e9-05f3-4465-9747-b90a5ea44579___UF.GRC_BS_Lab Leaf 0224.JPG,Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Bacterial_spot/2f9b712f-708a-4e10-b63e-5c1c2208081d___GCREC_Bact.Sp 2966.JPG,Tomato_Bacterial_spot,Tomato__Target_Spot
Tomato_Bacterial_spot/2fa6fe6b-a7dc-471e-a878-b8d8e0121126___GCREC_Bact.Sp 3159.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/30479f05-421c-4598-8e91-4e2c6722c450___UF.GRC_BS_Lab Leaf 0538.JPG,Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot
Tomato_Bacterial_spot/317e1357-d86b-4bfa-a492-e8bbd461acc7___GCREC_Bact.Sp 6314.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/31ebf507-8a9d-42ac-89fa-54cbc98cc1d9___GCREC_Bact.Sp 6388.JPG,Tomato_Bacterial_spot,Tomato_Late_blight
Tomato_Bacterial_spot/325d6d7f-c30b-43a3-8714-74b9cee673b0___GCREC_Bact.Sp 5984.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/34385d7a-a724-4577-898b-dc9b9deb8ed9___GCREC_Bact.Sp 6098.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Bacterial_spot/357e7fb6-0d3f-44f5-9f13-ae84759da804___UF.GRC_BS_Lab Leaf 0525.JPG,Tomato_Bacterial_spot,Tomato_Late_blight
Tomato_Bacterial_spot/35c80526-d4ca-4742-9903-6a9463c532e4___GCREC_Bact.Sp 2965.JPG,Tomato_Bacterial_spot,Tomato_Early_blight
Tomato_Early_blight/004cbe60-8ff9-4965-92df-e86694d5e9ba___RS_Erly.B 8253.JPG,Tomato_Early_blight,Pepper__bell___Bacterial_spot
Tomato_Early_blight/00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,Tomato_Early_blight,Tomato__Target_Spot
Tomato_Early_blight/00e7c4b2-3005-4558-9cfa-235e356cb7a8___RS_Erly.B 7844.JPG,Tomato_Early_blight,Potato___Early_blight
Tomato_Early_blight/011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251.JPG,Tomato_Early_blight,Pepper__bell___Bacterial_spot
Tomato_Early_blight/01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354.JPG,Tomato_Early_blight,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Early_blight/0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446.JPG,Tomato_Early_blight,Tomato__Target_Spot
Tomato_Early_blight/04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,Tomato_Early_blight,Potato___Early_blight
Tomato_Early_blight/0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B 7440.JPG,Tomato_Early_blight,Tomato_Spider_mites_Two_spotted_spider_mite
Tomato_Early_blight/07502bbb-1733-4d49-a3dc-557b1d4391da___RS_Erly.B 7516.JPG,Tomato_Early_blight,Pepper__bell___healthy
Tomato_Early_blight/090af0e4-75f2-495a-8bca-a3370c6dd2a6___RS_Erly.B 9562.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B 7860.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/0bd357fe-1e54-4c65-979c-e894e0b8a3aa___RS_Erly.B 8328.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/0cd17aff-13d8-439a-ac08-dae1aea55edb___RS_Erly.B 7828.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/0d5f65a3-b32f-4565-b63a-c6da73c1322b___RS_Erly.B 8310.JPG,Tomato_Early_blight,Potato___Early_blight
Tomato_Early_blight/0db67be3-f733-4d15-b7d9-5d075b2cafc7___RS_Erly.B 6401.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/0e03c87e-b43f-4cfe-a837-71306c68f4c0___RS_Erly.B 7733.JPG,Tomato_Early_blight,Tomato__Target_Spot
Tomato_Early_blight/0e2abcfb-e62b-4c61-a24a-0800cad904a8___RS_Erly.B 7382.JPG,Tomato_Early_blight,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Early_blight/0e39c18a-9e04-4f6b-b557-dc0e944d22e5___RS_Erly.B 9501.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/0efaac13-1988-48db-aec3-f31df3045b95___RS_Erly.B 8342.JPG,Tomato_Early_blight,Potato___Early_blight
Tomato_Early_blight/0f03a09c-aa48-4d51-95e1-752c466c3742___RS_Erly.B 6413.JPG,Tomato_Early_blight,Tomato_Bacterial_spot
Tomato_Early_blight/0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B 9440.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339.JPG,Tomato_Early_blight,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Early_blight/113562f3-fe24-4b28-9ec8-7ca432bded47___RS_Erly.B 9402.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/150cfe75-133e-4e98-90cb-de96a8120c03___RS_Erly.B 9414.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/164f6427-eeed-42da-bb51-ec07a57840dc___RS_Erly.B 9372.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345.JPG,Tomato_Early_blight,Potato___Early_blight
Tomato_Early_blight/171b6622-c111-4fe9-b3f9-12b12ee0db06___RS_Erly.B 7836.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/1742dfdd-c687-46ff-b958-34194feb68e4___RS_Erly.B 7453.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/1829d517-53ae-48a9-b721-5043dd10d0d2___RS_Erly.B 9518.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/1941f5d9-f31f-453e-b07c-3f90da6aa381___RS_Erly.B 8238.JPG,Tomato_Early_blight,Potato___Early_blight
Tomato_Early_blight/19427ace-5a24-4e30-8a4d-228ab4a3b99b___RS_Erly.B 7403.JPG,Tomato_Early_blight,Tomato_Spider_mites_Two_spotted_spider_mite
Tomato_Early_blight/197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/1ba88993-c3f8-462d-bd1b-e10819b9c96f___RS_Erly.B 8396.JPG,Tomato_Early_blight,Potato___Early_blight
Tomato_Early_blight/1ba9a636-a673-45bc-b515-4fe6848f271e___RS_Erly.B 9605.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/1c71757d-d351-4016-b5bb-06a63d0f2e24___RS_Erly.B 6388.JPG,Tomato_Early_blight,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Early_blight/1dad664e-ec73-474e-aaf9-a832ca212e3f___RS_Erly.B 7533.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/1e08cf06-c20b-47bc-8773-a22cc730aa04___RS_Erly.B 8228.JPG,Tomato_Early_blight,Pepper__bell___Bacterial_spot
Tomato_Early_blight/1f402ddb-f3e8-4907-a793-320c8e43446a___RS_Erly.B 9460.JPG,Tomato_Early_blight,Pepper__bell___healthy
Tomato_Early_blight/20459a26-c07a-4592-baf8-6d4172c23cec___RS_Erly.B 8358.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/2179421c-3ce3-4581-8b65-17da6fffd3db___RS_Erly.B 7730.JPG,Tomato_Early_blight,Tomato_healthy
Tomato_Early_blight/21f9a0a5-b145-40e7-8884-df2bb52eb592___RS_Erly.B 7391.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/2245fdf5-3ff5-4624-9797-0b65bcc6cf73___RS_Erly.B 6358.JPG,Tomato_Early_blight,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Early_blight/22b653c4-9e15-4081-8ece-9b5950a94120___RS_Erly.B 7814.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/22b8de0e-636d-4407-a270-ef3614c33227___RS_Erly.B 8257.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/22faea13-4b3e-4d87-b80c-379755a7b747___RS_Erly.B 7852.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/240300f1-a601-4363-84e8-670af8a124a1___RS_Erly.B 7762.JPG,Tomato_Early_blight,Tomato__Target_Spot
Tomato_Early_blight/24379205-969e-4cd0-9232-176c83364d60___RS_Erly.B 7617.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/243a77c6-b401-43c4-9230-68b4b11f3b83___RS_Erly.B 7754.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/248f220e-56ac-43f1-8f17-641ed4637138___RS_Erly.B 7802.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/24f5a397-b5ac-451c-b979-28ee2bb056e6___RS_Erly.B 7795.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/25281e43-2651-423f-8e7e-d354185ccd28___RS_Erly.B 7809.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/2586a260-ecf6-40e8-aa11-4b8a50845575___RS_Erly.B 7833.JPG,Tomato_Early_blight,Tomato_healthy
Tomato_Early_blight/25b96058-36c9-4213-bb16-088e76cb30b1___RS_Erly.B 9417.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/25cc64d3-0ea1-4082-9b2a-bcaee3056580___RS_Erly.B 9602.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/26b721c9-94fd-4e19-bb7e-521238eb8a1b___RS_Erly.B 9380.JPG,Tomato_Early_blight,Pepper__bell___Bacterial_spot
Tomato_Early_blight/2832ca53-be67-44c0-ac55-eb815bd85fd3___RS_Erly.B 8242.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/2840c2f1-b901-41c2-8d0c-7827bc7f8ab3___RS_Erly.B 9574.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/28d9f1bd-ee80-46e1-b89c-5a855f0c8400___RS_Erly.B 7818.JPG,Tomato_Early_blight,Tomato_Septoria_leaf_spot
Tomato_Early_blight/29345423-647e-4e1b-81f4-16d8cfc0e137___RS_Erly.B 7422.JPG,Tomato_Early_blight,Tomato_Spider_mites_Two_spotted_spider_mite
Tomato_Early_blight/29e36e1e-0857-4985-8d33-505290dff591___RS_Erly.B 6343.JPG,Tomato_Early_blight,Tomato_Bacterial_spot
Tomato_Early_blight/29f6e3c2-0bf9-42fe-9a39-aef42acd5191___RS_Erly.B 9480.JPG,Tomato_Early_blight,Tomato__Target_Spot
Tomato_Early_blight/2a5367b1-6732-4213-b095-5953251324ee___RS_Erly.B 7585.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/2a64ed5f-6be9-463b-894f-e2953da0a974___RS_Erly.B 7520.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Early_blight/2b5bebdd-3af4-41ca-b206-efc1a141e71d___RS_Erly.B 6363.JPG,Tomato_Early_blight,Pepper__bell___Bacterial_spot
Tomato_Early_blight/2b7c8b0d-d906-4c93-9dc4-554ae46a3ec3___RS_Erly.B 7825.JPG,Tomato_Early_blight,Tomato__Target_Spot
Tomato_Early_blight/2bdca297-e0d1-41f0-b1dc-3801384faa1a___RS_Erly.B 7858.JPG,Tomato_Early_blight,Tomato_healthy
Tomato_Early_blight/2bdecb58-7e31-4129-83ff-125b7a31c0f6___RS_Erly.B 9506.JPG,Tomato_Early_blight,Potato___Early_blight
Tomato_Early_blight/2f3c483a-b18d-4571-8c00-fb24f166d328___RS_Erly.B 7667.JPG,Tomato_Early_blight,Tomato__Target_Spot
Tomato_Early_blight/2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374.JPG,Tomato_Early_blight,Tomato_Late_blight
Tomato_Early_blight/2ffcdf9e-9cf5-492e-80f8-6f80cd0be7cb___RS_Erly.B 7421.JPG,Tomato_Early_blight,Potato___Late_blight
Tomato_Late_blight/005e3b43-9050-47da-9498-f9ecdcc703b3___RS_Late.B 5104.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/008ebb44-eb77-4843-b621-4b88b5df7d43___RS_Late.B 5188.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/00ce4c63-9913-4b16-898c-29f99acf0dc3___RS_Late.B 4982.JPG,Tomato_Late_blight,Pepper__bell___Bacterial_spot
